id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
629041,1,3.0,"Week day lunch,At a party,Late night snack",7.0,home alone,coca cola,"Friends,Strangers",none,Pizza
604062,4,4.5,"Week day dinner,Weekend dinner,At a party,Late night snack",15.0,honestly any movie pizza is a movie food,pop,"Siblings,Friends",I will have some of this food item with my hot sauce,Pizza
716749,3,4.0,"Week day lunch,Late night snack",15.0,none,water,Strangers,A little (mild),Pizza
633143,3,7.5,"Week day lunch,Weekend lunch,At a party,Late night snack",5.0,none,coca cola,Friends,none,Pizza
743828,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,mario movie,pop,"Friends,Strangers",A moderate amount (medium),Pizza
520861,3,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack",12.0,ratatouille,pop,Friends,none,Pizza
517019,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,30 minutes or less,pop,"Parents,Siblings,Friends,Teachers",none,Pizza
626779,3,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,home alone,pop,"Siblings,Friends",A little (mild),Pizza
611716,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,home alone,coca cola,"Parents,Siblings",none,Pizza
193195,3,5.0,"Weekend dinner,At a party,Late night snack",5.0,21 jump street,coca cola,"Friends,Teachers",A little (mild),Pizza
627530,2,7.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",10.0,free guy,coca cola,Friends,A little (mild),Pizza
626479,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,spiderman just cause it takes place in new york,pop,"Parents,Friends",none,Pizza
624540,3,3.0,"Week day lunch,Week day dinner,At a party,Late night snack",15.0,harry poter,bubble tea,"Friends,Strangers",A moderate amount (medium),Pizza
625315,2,5.5,"Week day lunch,Week day dinner,At a party,Late night snack",7.0,home alone,pop,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
601941,4,4.0,"Week day lunch,At a party,Late night snack",15.0,none,coca cola,"Teachers,Strangers",I will have some of this food item with my hot sauce,Pizza
723968,5,21.0,"Week day lunch,Late night snack",10.0,godfather,tea,"Friends,Teachers",none,Pizza
715806,4,10.0,"Week day lunch,Weekend dinner,At a party",7.0,soul,coca cola,"Parents,Siblings,Friends,Teachers",none,Pizza
720045,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,the godfather,water,"Friends,Teachers",A lot (hot),Pizza
713585,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30.0,idk,pop,"Friends,Teachers",none,Pizza
611188,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",7.0,five nights at freddys,gingerale,"Friends,Teachers",none,Pizza
606726,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.0,life is beautiful,juice,"Friends,Strangers",none,Pizza
629142,3,5.0,"Weekend lunch,At a party",5.0,i think of the movie cloudy with a chance of meatballs,pop,"Parents,Teachers",none,Pizza
634825,3,7.0,"Weekend dinner,At a party",5.0,cloudy with a chance of meatballs,pop,"Parents,Friends,Teachers",none,Pizza
613409,4,8.0,"Weekend dinner,At a party,Late night snack",8.0,the wicked,coca cola,Friends,A moderate amount (medium),Pizza
633224,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.5,home alone,coca cola,Friends,none,Pizza
738850,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,five nights at freddy's,coca cola,"Parents,Siblings,Teachers",none,Pizza
500470,4,6.0,"Week day lunch,Weekend lunch,At a party,Late night snack",8.0,ratatouille,pop,Friends,none,Pizza
13183,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,harold  kumar go to white castle,ice tea,"Parents,Friends",none,Pizza
627169,2,15.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",20.0,none,coca cola,"Parents,Friends",A moderate amount (medium),Pizza
229041,3,5.0,"Week day lunch,Weekend lunch,At a party",5.0,home alone,pop,"Parents,Siblings,Friends",none,Pizza
496344,1,8.0,"Week day lunch,At a party",3.0,spider man,coca cola,"Friends,Teachers",A little (mild),Pizza
409723,2,11.0,"Week day lunch,At a party,Late night snack",7.0,home alone,coca cola,"Parents,Siblings,Teachers",none,Pizza
630949,4,7.0,"Weekend lunch,Weekend dinner,At a party",10.0,lord of the rings,pop,"Siblings,Friends",none,Pizza
413014,3,7.0,"Week day lunch,Weekend dinner,At a party,Late night snack",7.5,something fun like superbad,coca cola,"Friends,Teachers",A little (mild),Pizza
310438,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,home alone,coca cola,"Siblings,Friends,Teachers",none,Pizza
627430,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,home alone,coca cola,"Siblings,Friends,Strangers",A little (mild),Pizza
526510,2,4.0,At a party,6.0,none,coca cola,Strangers,none,Pizza
390823,3,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",5.0,the hangover,coca cola,Friends,A little (mild),Pizza
717116,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,none,coca cola,Friends,A little (mild),Pizza
712143,3,6.0,"Week day lunch,Week day dinner,At a party",15.0,little italy,coca cola,Parents,A little (mild),Pizza
612538,4,6.0,"Week day lunch,Weekend dinner,At a party,Late night snack",3.0,toy story,coca cola,"Friends,Teachers",none,Pizza
627539,2,4.0,"Week day lunch,Weekend lunch,At a party",5.0,the mario movie,coca cola,"Siblings,Friends",A moderate amount (medium),Pizza
603812,2,5.0,"Week day lunch,At a party,Late night snack",5.0,home alone,beer,Friends,A little (mild),Pizza
740568,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,little italy,coca cola,"Friends,Teachers,Strangers",none,Pizza
712702,3,7.0,"Week day lunch,Weekend lunch,At a party",3.0,everything everywhere all at once,juice,"Friends,Teachers,Strangers",none,Pizza
519638,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.0,barbie,sprite,"Parents,Friends",A little (mild),Pizza
627800,2,3.5,"Week day lunch,At a party,Late night snack",5.0,hitman,pop,"Friends,Strangers",A little (mild),Pizza
406863,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,none,coca cola,"Friends,Teachers",none,Pizza
726962,4,10.0,"Week day lunch,Week day dinner,At a party",8.0,spiderman,coca cola,Friends,none,Pizza
628077,2,10.0,"Week day lunch,Weekend lunch,At a party,Late night snack",5.0,breaking bad,pop,"Parents,Siblings,Friends,Teachers,Strangers",none,Pizza
601693,2,6.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,mystic pizza,coca cola,"Siblings,Friends",none,Pizza
517096,3,3.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,home alone,coca cola,"Siblings,Friends,Teachers",none,Pizza
606821,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,back to the future,sprite,"Siblings,Friends,Strangers",none,Pizza
455047,3,4.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",6.0,none,coca cola,Friends,A moderate amount (medium),Pizza
625576,3,10.0,"Week day lunch,Week day dinner,At a party,Late night snack",5.0,liquorice pizza,water,"Siblings,Friends,Teachers",A little (mild),Pizza
716549,4,8.0,"Week day lunch,Week day dinner,At a party,Late night snack",9.0,avengers,water,Teachers,A lot (hot),Shawarma
715742,2,2.0,"Week day lunch,Week day dinner,Late night snack",10.0,none,tea,"Friends,Strangers",none,Shawarma
727333,1,3.0,"Week day lunch,Weekend lunch",8.0,action movie,water,Siblings,A little (mild),Shawarma
606874,3,10.0,"Week day lunch,Week day dinner,Late night snack",10.0,the dictator,juice,Friends,A moderate amount (medium),Shawarma
505318,4,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,superbad,ayran,"Parents,Siblings",A moderate amount (medium),Shawarma
605771,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,none,water,Friends,A little (mild),Shawarma
606929,3,3.0,Weekend lunch,10.0,dragon,coca cola,Friends,A moderate amount (medium),Shawarma
609789,3,4.0,Week day lunch,15.0,none,coca cola,Strangers,A moderate amount (medium),Shawarma
644623,4,5.0,"Week day lunch,Weekend lunch",8.5,avengers,none,Strangers,none,Shawarma
626792,2,13.0,"Week day lunch,Weekend lunch",13.0,none,water,"Friends,Teachers",A lot (hot),Shawarma
714863,2,10.0,"Week day lunch,Weekend lunch,Late night snack",10.0,none,juice,Strangers,none,Shawarma
602805,3,10.0,"Week day lunch,Week day dinner",11.0,avengers,water,"Friends,Strangers",A little (mild),Shawarma
602526,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",13.0,hawkeye,juice,"Siblings,Friends",A little (mild),Shawarma
497421,2,3.0,"Week day lunch,Weekend lunch,Late night snack",25.0,argo,coca cola,"Friends,Strangers",A moderate amount (medium),Shawarma
389328,3,5.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,transformers,beer,"Siblings,Friends,Strangers",A lot (hot),Shawarma
289931,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.0,aladdin,coca cola,Friends,none,Shawarma
620148,1,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,the invisible guest,water,Friends,A little (mild),Shawarma
387155,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,squid game,water,"Siblings,Friends",A moderate amount (medium),Shawarma
516975,3,12.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.5,avengers,gingerale,"Siblings,Friends",A little (mild),Shawarma
630825,2,4.0,"Week day lunch,At a party",5.0,titanic,juice,"Siblings,Friends",none,Shawarma
614043,3,6.5,"Week day lunch,Week day dinner,Weekend lunch",8.0,avengers 1,ayran,"Parents,Friends",A moderate amount (medium),Shawarma
521125,5,8.0,"Week day lunch,Weekend lunch",9.0,avengers,beer,"Siblings,Friends",none,Shawarma
627780,4,5.0,Week day lunch,10.0,1001 nights,water,Strangers,A little (mild),Shawarma
492744,3,8.0,"Week day lunch,Late night snack",14.0,avengers,pop,Friends,A lot (hot),Shawarma
618747,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,avengers,pop,Friends,A moderate amount (medium),Shawarma
607815,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,coca cola,Strangers,A little (mild),Shawarma
601609,3,8.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,fast furious,tea,Parents,A moderate amount (medium),Shawarma
602657,2,10.0,"Week day lunch,Weekend lunch",10.0,avengers,milk,Friends,A little (mild),Shawarma
616449,3,4.0,"Week day lunch,Weekend lunch,At a party",10.0,avengers,pop,"Friends,Strangers",A moderate amount (medium),Shawarma
501893,3,5.0,"Week day lunch,Week day dinner",15.0,none,juice,Strangers,A moderate amount (medium),Shawarma
507448,3,1.0,"Week day lunch,Weekend lunch",10.0,avengers,coca cola,Strangers,A moderate amount (medium),Shawarma
606556,3,3.0,"Week day lunch,At a party",4.0,dangal,coca cola,Friends,none,Shawarma
724326,1,7.0,"Week day lunch,Weekend lunch",12.0,star wars episode v  the empire strikes back,water,Friends,none,Shawarma
616945,3,5.0,"Week day lunch,Weekend lunch",8.0,ratatouille,sprite,Friends,A moderate amount (medium),Shawarma
630962,3,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",7.5,spiderman into the spiderverse,water,"Friends,Strangers",A little (mild),Shawarma
715814,2,5.0,Week day lunch,6.5,none,water,"Friends,Strangers",none,Shawarma
502799,1,6.0,"Week day lunch,Weekend lunch",6.0,none,ice tea,Friends,A little (mild),Shawarma
605278,4,4.0,"Week day lunch,At a party,Late night snack",7.0,cleopatra,sprite,Friends,A moderate amount (medium),Shawarma
388888,4,10.0,"Week day lunch,Weekend lunch",12.0,avengers,ice tea,"Friends,Strangers",A moderate amount (medium),Shawarma
519548,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,avengers 2012,water,"Friends,Strangers",A moderate amount (medium),Shawarma
405521,2,3.0,"Week day lunch,Week day dinner",15.0,none,juice,"Friends,Strangers",A moderate amount (medium),Shawarma
607410,3,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",8.0,the kite runner,coca cola,"Parents,Friends",A moderate amount (medium),Shawarma
715795,3,6.0,"Week day lunch,Weekend lunch,Late night snack",8.0,2012,juice,"Parents,Friends,Strangers",A little (mild),Shawarma
625326,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,the boys,lassi,"Friends,Strangers",A little (mild),Shawarma
627220,3,8.0,"Week day lunch,Weekend lunch",12.5,mission impossible,coca cola,"Friends,Strangers",A moderate amount (medium),Shawarma
634964,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,coca cola,Friends,A little (mild),Shawarma
722500,2,4.0,"Week day lunch,Week day dinner",7.0,avengers,juice,Strangers,A moderate amount (medium),Shawarma
602824,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,black hawk down,water,Strangers,A little (mild),Shawarma
618355,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",10.0,dictator,coca cola,"Friends,Strangers",A moderate amount (medium),Shawarma
611097,2,6.0,"Week day lunch,Week day dinner",6.0,avengers,coca cola,Friends,A moderate amount (medium),Shawarma
634328,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,pop,"Siblings,Friends",A little (mild),Shawarma
607160,1,5.0,Week day lunch,8.0,dangal,juice,Strangers,A moderate amount (medium),Shawarma
728522,3,10.0,Week day lunch,8.0,kungfu panda,tea,"Friends,Strangers",A lot (hot),Shawarma
718570,2,10.0,Week day lunch,10.0,none,coca cola,"Friends,Teachers",A little (mild),Shawarma
714598,5,7.0,Week day lunch,12.0,avengers,none,Friends,A moderate amount (medium),Shawarma
601950,4,4.0,"Week day lunch,Week day dinner,At a party",7.0,black hawk down,coca cola,"Friends,Strangers",A little (mild),Shawarma
612478,3,8.0,"Week day lunch,Weekend lunch,Late night snack",14.0,avengers,coca cola,Friends,A moderate amount (medium),Shawarma
501416,3,8.0,"Week day lunch,Weekend lunch,Late night snack",5.0,none,none,"Siblings,Friends,Teachers",A moderate amount (medium),Shawarma
629710,3,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.0,avengers,juice,"Parents,Siblings,Friends",A little (mild),Shawarma
502610,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.5,alladin,coca cola,Friends,A moderate amount (medium),Shawarma
603476,3,9.0,"Week day lunch,Weekend lunch",10.0,cloudy with a chance of meatballs,coca cola,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
600957,4,11.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16.0,how to lose a guy in 10 days,water,Parents,A little (mild),Shawarma
713423,3,8.0,"Week day lunch,Week day dinner",,can't think of any don't have an idea about the taste of shawarma and haven't seen it in any movie that i've watched,juice,Strangers,I will have some of this food item with my hot sauce,Shawarma
722431,2,7.0,Week day lunch,10.0,avengers,tea,Teachers,none,Shawarma
633234,4,5.0,"Week day lunch,Weekend lunch,Late night snack",8.0,babylon,ice tea,Friends,A lot (hot),Shawarma
148179,3,10.0,"Week day lunch,Weekend lunch,At a party",15.0,none,coca cola,Friends,A moderate amount (medium),Shawarma
715845,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,dangal,juice,Strangers,A little (mild),Shawarma
632153,4,6.0,"Week day lunch,Weekend lunch,Late night snack",12.0,avengers,sprite,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
606552,3,6.0,"Week day lunch,Week day dinner,Late night snack",15.0,lord of the rings,tea,"Parents,Siblings,Strangers",A little (mild),Shawarma
738409,3,8.0,Week day lunch,10.0,none,water,Friends,A little (mild),Shawarma
612096,3,7.0,"Week day lunch,Late night snack",6.0,aladdin,coca cola,"Friends,Strangers",A lot (hot),Shawarma
743537,4,5.0,"Week day lunch,Weekend lunch",10.0,avengers 2012,sprite,Siblings,none,Shawarma
632896,4,5.0,"Week day lunch,Week day dinner,Late night snack",10.0,avengers,coca cola,"Friends,Strangers",A moderate amount (medium),Shawarma
605207,4,5.0,"Week day lunch,Weekend lunch",10.0,avengers,water,Parents,A little (mild),Shawarma
617542,3,5.0,"Week day lunch,Weekend lunch",20.0,none,juice,Strangers,A moderate amount (medium),Shawarma
719554,3,3.0,Week day lunch,6.0,none,none,Strangers,A little (mild),Shawarma
627427,5,6.0,"Week day lunch,Weekend lunch,Late night snack",15.0,prince of egypt,water,Friends,A moderate amount (medium),Shawarma
411315,3,5.0,"Week day lunch,Late night snack",6.0,borat,coca cola,"Friends,Teachers",A lot (hot),Shawarma
631507,4,7.0,"Week day lunch,Weekend lunch",10.0,avengers 2012,pop,Friends,A little (mild),Shawarma
627798,4,10.0,"Week day lunch,Weekend lunch",10.0,avengers,sprite,"Friends,Strangers",none,Shawarma
